SampleID,Water_Temp_C,pH,Ammonium_N_mgL,Biomass_Status,Ensifer_adhaerens,Bacillus_megaterium,Pseudomonas_fluorescens,Azospirillum_brasilense,Rhizobium_sp,Aeromonas_hydrophila,Pseudomonas_aeruginosa,Flavobacterium_columnare,Chryseobacterium_sp,Elizabethkingia_sp,Sphingomonas_sp,Microbacterium_sp,Diversity_Index
WGL_382,28.2,7.37,9.3,0,0.05160565703643161,0.05061992462857236,0.015573048753916631,0.04552134094436716,0.030628401373348033,0.029405098472667642,0.08782759461340484,0.056018085419431346,0.047525926891874994,0.04331601931215425,0.06056041962351475,0.0633504736907344,1.83
WGL_066,26.3,5.27,11.19,1,0.07600108231673801,0.046461025814579185,0.03614454712424468,0.07910114203289917,0.029206798755424146,0.037827854472642614,0.023839950457051264,0.020920395825859386,0.023564887386015185,0.014767662179703493,0.007188233777711266,0.06148658720937598,2.89
WGL_290,31.1,7.09,11.12,0,0.01388653958020955,0.004067937840245759,0.005205873595486101,0.0001,0.0001,0.014120403267336316,0.026613081729991342,0.015211275181570897,0.01334554162966468,0.0001,0.0683078014019228,0.04902218790021257,1.67
WGL_424,27.8,7.36,15.13,0,0.005709108474996632,0.020938438286731545,0.0001,0.0001,0.0015928729636208484,0.028435612631247872,0.00010397095303237014,0.005093918620972481,0.06105400554939343,0.057363981257391464,0.08610536068024296,0.0724483770276022,2.11
WGL_448,23.4,7.4,11.14,0,0.01138284267189917,0.047734109285032494,0.017970460999732943,0.0001,0.020852723040217007,0.062248267985854935,0.04818428172188326,0.05075452247423502,0.0001,0.05157465624024865,0.02373988588651644,0.0022808299167619214,1.83
WGL_387,28.4,6.93,19.87,0,0.005183359905521851,0.03527664420233321,0.0001,0.03866932573971525,0.01858914190270375,0.09356778508479727,0.025762643500661882,0.025872928108297423,0.0572702967005253,0.014320138180041093,0.05726841803842568,0.07427379625427584,1.5
WGL_354,24.0,7.48,11.0,0,0.015264587737025725,0.0001,0.0001,0.033101396812966054,0.028943945836882073,0.05137271858098062,0.025690424929179417,0.04199168148030907,0.0001,0.0017817123512108013,0.0501135749073926,0.010711989567111838,1.07
WGL_061,30.2,7.37,9.93,1,0.0001,0.07350962898434298,0.04649020225554912,0.0001,0.055515171465705754,0.06289440019369219,0.0340726889367495,0.030681290575626862,0.05323186330708098,0.07504505338413932,0.058212140289929507,0.06265232058404202,2.58
WGL_169,24.8,6.74,2.06,1,0.0749168908323377,0.058430490569626806,0.07997486197125356,0.034536570117169596,0.09081978524800324,0.03277656467196911,0.011681025549230766,0.03427585002991706,0.03313494839833425,0.007874736843025271,0.057111033957611,0.055621100596081274,2.87
WGL_115,29.6,7.01,7.75,1,0.07884570679039467,0.08136324008272043,0.021025150113532363,0.03579546104351478,0.04005483880218601,0.011893733894869961,0.0001,0.0001,0.00801082103638104,0.0001,0.0014171539913563694,0.019301674972275855,2.93
WGL_296,28.7,6.94,19.57,0,0.006740726070434937,0.012467623962960254,0.006743677385287148,0.04984529099394749,0.017097180664017025,0.1091500392475502,0.07156240918285865,0.006115884561264329,0.03149923921404352,0.056536976582187766,0.06433865133473265,0.0588861108617365,1.83
WGL_430,30.3,7.75,17.8,0,0.02897891913539092,0.023966455915644336,0.03192747366358733,0.0001,0.041741346005788535,0.055056288854480426,0.047584045519686265,0.04037182202235312,0.005756256733974306,0.01841481323728856,0.001,0.025826365072380456,1.57
WGL_396,28.9,6.27,14.74,0,0.00604885782441163,0.0029353277783694363,0.04350096260173655,0.0001,0.0001,0.047632014300788145,0.04773908205454577,0.01801150557744352,0.013390285581296683,0.01212744653566954,0.05007614256042682,0.053162487772103376,2.11
WGL_353,24.2,7.7,15.74,0,0.010290068959672816,0.0001,0.007074682516738604,0.0001,0.019661841935872143,0.01629864146688231,0.10057440347993646,0.0839223474073261,0.028944943188945436,0.03654381164531692,0.04465690219502305,0.014378899520950162,1.08
WGL_274,23.0,8.02,6.63,0,0.0001,0.007983208626501169,0.04641404046224809,0.02579952519652769,0.005901101459487192,0.008561096397790874,0.06680810430388401,0.03563013713563508,0.042284125310313926,0.02507810183960328,0.024594623634500153,0.059691937775919426,1.84
WGL_149,27.3,7.29,4.61,1,0.0001,0.0001,0.04947437087365507,0.0018469192328054787,0.0001,0.04940121274044237,0.028352052986649962,0.02801874664035706,0.026092387441209328,0.04187729441345244,0.030442406212081743,0.05836027344365079,1.56
WGL_053,24.2,6.78,12.48,1,0.08596622781189046,0.08000837271240098,0.060698213317589365,0.049947690297397054,0.05616806123538731,0.0001,0.03622771107204628,0.018091307941723977,0.04425292791492828,0.0001,0.02863683174618588,0.06950720329625092,2.28
WGL_348,27.0,6.64,13.64,0,0.023054912445612787,0.0001,0.023090023686848673,0.06029962045472348,0.00685917709861163,0.0001,0.06208897146467144,0.07682623097890226,0.0276284422719859,0.035160890878605244,0.07686663565804328,0.05774391443857935,1.37
WGL_090,22.5,6.94,11.55,1,0.056773781572772616,0.02611981239217126,0.007103478839040889,0.08024414152774335,0.01902307624657867,0.026506241749482646,0.0001,0.013889645594493467,0.0001,0.0001,0.04233660367173626,0.055833749139209035,1.77
WGL_031,28.0,7.24,8.25,1,0.07059040509443625,0.048112981338551235,0.020926963334707716,0.04554038051401936,0.0001,0.015500778880084871,0.012949490203795076,0.0035627307563973667,0.0001,0.0001,0.0011723401543833334,0.005316741940685807,1.66
WGL_163,27.5,6.2,8.54,1,0.08383368390867159,0.015182039809925333,0.060752819836498544,0.05385006709325645,0.08396012532667285,0.0001,0.05576833171200365,0.0001,0.0001,0.005760242187561423,0.052179863001622,0.03252018960754188,2.63
WGL_032,23.9,6.25,5.8,1,0.06895482830754528,0.009086902797034759,0.08693661264013142,0.01757831827026824,0.014522513188957576,0.019693954241386445,0.04626460890493652,0.04509940120980638,0.0001,0.01838570056121442,0.044478863484552066,0.0558968347452143,2.7
WGL_426,23.2,7.31,10.84,0,0.015175849141780034,0.03195617926372828,0.0001,0.02215097097288556,0.0001,0.02315195653459833,0.019123306923635595,0.029215915878866367,0.014808005428828031,0.013091349911336696,0.02972239502621364,0.002342774628483514,2.34
WGL_421,23.5,6.3,5.11,0,0.029712234793574297,0.017865577138573247,0.04526334032329594,0.044856318540916706,0.0001,0.07435092637565921,0.048803917726862225,0.05178224267273697,0.003100380567528885,0.05422623486427977,0.019329580384672678,0.001,1.8
WGL_440,23.9,8.15,26.67,0,0.025991463841439036,0.03287522550667651,0.004571468047362186,0.0001,0.008010511346225503,0.06487390044682326,0.042901208847720945,0.0001,0.051730702541085236,0.01772780725582508,0.06431879574243571,0.04029480165339872,1.31
WGL_369,33.2,7.02,10.43,0,0.01689591275953381,0.007839212159664538,0.04263702632317899,0.0001,0.0001,0.035495308687374924,0.039335900635560236,0.04764126635878082,0.10197255236059177,0.02885325558133072,0.020035472508423705,0.0018476448304768842,1.26
WGL_293,27.6,6.2,13.58,0,0.015509226512834536,0.03723190803266035,0.0035358043053884784,0.07009886295849932,0.0001,0.046911433651799596,0.014126755528809994,0.051438607956407895,0.03498163083083833,0.04020271814863785,0.0354110044117689,0.062410843799925286,1.47
WGL_328,31.0,7.08,20.4,0,0.019648439216901552,0.005451686021473131,0.02709882395679678,0.08384308810574542,0.0001,0.025356738142382117,0.031772994148419775,0.03924862262436813,0.03361859810316324,0.0757201624020861,0.03410100847007895,0.05949455244785148,1.45
WGL_112,28.4,7.31,13.02,1,0.07095215058048401,0.02234498275422024,0.059130024993722725,0.08346057610515026,0.020274719661910523,0.05904950164164374,0.05130502433764491,0.003765579370586896,0.0001,0.0001,0.027431133898724872,0.053937115872440086,1.9
WGL_057,25.2,7.57,8.93,1,0.08565128821997835,0.03213155640315827,0.0001,0.06893055187115936,0.057187912537482566,0.01067367942611705,0.009476727564571083,0.057460077229262815,0.05057341071833739,0.0001,0.06665404006834041,0.05607195729290696,2.85
WGL_406,24.6,7.24,14.97,0,0.003048792619625214,0.015838623412581444,0.01613133787874746,0.03530589648575675,0.038363966822504134,0.05828932059693774,0.05250143493879758,0.01067443766776002,0.02188408274563136,0.04246659091871498,0.041309868928509255,0.0652550914999794,1.08
WGL_003,25.9,6.03,13.02,1,0.052448440855061895,0.025770474945444457,0.0001,0.020826527437834967,0.08633115099787338,0.0001,0.04924753045438334,0.059704037360053294,0.0001,0.0001,0.060542381265287104,0.04643970608970705,3.34
WGL_228,31.0,7.41,10.69,0,0.019310962204330075,0.0001,0.07065571773734249,0.02783512248782958,0.0001,0.01305502119627772,0.030024645855070115,0.021800520519958774,0.04328720030204482,0.05172289973328689,0.070049774048794,0.05617169875305145,1.25
WGL_327,29.6,7.54,16.97,0,0.007506473992706277,0.0004349427499069254,0.05290908926891129,0.0001,0.06663188141051915,0.050950970085923086,0.038156271687767175,0.044678452746263114,0.07136776870965644,0.04277127249353638,0.001,0.11018785493641012,1.51
WGL_445,22.7,7.13,20.37,0,0.006117174422113837,0.06349944411849955,0.0001,0.012914614550052371,0.010625798609736045,0.0516237054603464,0.05126797086393015,0.04295307832237832,0.01710923298169452,0.0001,0.07396119272324031,0.033298684998972775,1.72
WGL_203,20.2,6.72,10.22,1,0.0844615905477107,0.020959833473975308,0.08001717901889385,0.0001,0.0025108172394496253,0.0397753335204695,0.03210968220258637,0.0191738643534251,0.04513140035440251,0.035460629801175564,0.02103543952247907,0.05199081356150635,2.64
WGL_295,23.9,7.37,10.25,0,0.03473762368916705,0.0001,0.07649020268328818,0.0001,0.023980795274355475,0.005214080456391344,0.03678319902678186,0.033348314843577004,0.05482853485703665,0.04163129328709699,0.02724115316221168,0.004376415585350728,2.08
WGL_110,28.1,7.19,3.99,1,0.0834242389084989,0.012036694659923429,0.08964217291358817,0.04751793615244368,0.040697193542635464,0.00600111463748749,0.007589062786131993,0.010475612406773596,0.0001,0.02906933809738702,0.04618234269304788,0.06056323746591831,2.55
WGL_281,26.4,6.47,25.25,0,0.04061048339495754,0.04788678965924768,0.03011035110090476,0.053538480662203666,0.013994921113172416,0.06455606521395647,0.0722493256254453,0.042972807891862086,0.02534168856991613,0.022864505526425147,0.02137583168373722,0.03016647418362956,1.4
WGL_394,27.8,6.79,19.08,0,0.015022384507520518,0.03655308209970115,0.023180813742310957,0.05399239848931503,0.039618445148299826,0.016599198225855396,0.020449782023759473,0.014337138489523869,0.051529371814633504,0.04528668470929169,0.048573824278260916,0.03346327776618562,1.42
WGL_338,23.6,8.12,13.47,0,0.026254252305509616,0.0360772324803407,0.017828582854550426,0.04478673985472299,0.029458733851096278,0.03560291701212917,0.03428169028224118,0.017314690145800452,0.03912474766674024,0.0255415378625959,0.07272326581150856,0.03102820331064537,1.26
WGL_207,29.2,7.05,16.1,1,0.054161760014598534,0.03622012317941779,0.02097723093447844,0.06268719765877571,0.04712291653100244,0.014958610798546615,0.01964819355137678,0.010077623282598069,0.0001,0.0044050329915751515,0.05881078495381148,0.04957577724039364,2.82
WGL_411,27.3,7.19,15.18,0,0.0001,0.012532175447310012,0.07009660626507422,0.023244230338781563,0.003927258525813739,0.05344641008255685,0.02147077705780302,0.01568946245977196,0.039334004574233125,0.040732080420527436,0.057023290386937674,0.04439372697873242,2.29
WGL_081,29.1,6.81,7.33,1,0.06271747463577937,0.011427554366126275,0.04066720050271769,0.049916846192008764,0.015444194208833195,0.044273343488601694,0.0001,0.0001,0.0001,0.01667158251901364,0.06764780385353746,0.03370905140789476,2.2
WGL_435,26.2,8.11,29.28,0,0.013425198198752925,0.03444435401543725,0.0001,0.07975662376620253,0.0001,0.06644511459494146,0.0690311817149821,0.0714524873715186,0.023341062203458218,0.04093515449642863,0.03682581919180989,0.04032356903628304,1.53
WGL_400,25.9,7.53,8.81,0,0.07951919808251849,0.059725136467426054,0.04390168472800117,0.056230140757176306,0.09556289031751755,0.03974447486956055,0.0001,0.0001,0.0001,0.0001,0.001,0.009972374923810708,2.23
WGL_221,27.4,7.92,6.16,1,0.11185953928521748,0.03849109125618153,0.09918323172294588,0.09806181657686493,0.002957414583781008,0.03334213492473716,0.00994428706565599,0.019336738663649662,0.015951562149840295,0.027210584054576704,0.001,0.04527971694192587,2.71
WGL_027,30.1,7.35,10.31,1,0.08134888137539208,0.032866899638636954,0.0001,0.0001,0.057365814845705236,0.021773630627774026,0.028220884892170166,0.008018100290301169,0.04035734316380955,0.0001,0.04260457342598012,0.07381786455670944,2.23
WGL_385,28.3,7.77,9.53,0,0.04559419161852722,0.014132315359716985,0.0001,0.03716444700264204,0.022881469650220487,0.01174089631070862,0.021933989897557897,0.03293241147171274,0.051098421614248046,0.017757333094571608,0.03097658564710354,0.0643681764566783,2.04
WGL_237,25.5,5.85,22.36,0,0.03433159399725631,0.00993631982584326,0.03327536974967717,0.066478326578716,0.04535529671199066,0.01789347525604263,0.033741038324774396,0.06715133135240797,0.07599028730703113,0.044142677846681674,0.04512578708445628,0.0677566596102154,2.03
WGL_119,29.4,6.45,11.21,1,0.08119247147935799,0.0001,0.020788495622981528,0.002837332268644771,0.05148298244147628,0.042637996501896036,0.0001,0.017932984329150713,0.004587800616108283,0.05772700961256426,0.001,0.060146371013328995,2.72
WGL_148,32.1,7.84,8.13,1,0.054215587206128873,0.05902234765255787,0.03171522584387064,0.05323237737853122,0.0007343265288300774,0.04252680103944334,0.05125805163874922,0.0001,0.0001,0.0001,0.06509689924495062,0.001,2.72
WGL_214,25.4,7.71,16.45,1,0.03379349515986463,0.023281073434072822,0.0001,0.0001,0.010515495597221806,0.04945302580616827,0.005731135600200228,0.031100600194650874,0.034671901626026194,0.016146174137793116,0.03551021949572385,0.1091702421567374,1.71
WGL_015,22.5,7.71,9.28,1,0.07650094617193218,0.05590748620449023,0.05863910166766932,0.031263574399164114,0.02055440885454247,0.04364535444591991,0.0001,0.0001,0.02798220289210253,0.0001,0.08474694519613508,0.020238266237001677,2.84
WGL_175,26.7,8.35,15.11,1,0.0001,0.04474510000073918,0.023329337173070668,0.01879965019062418,0.03592840137300725,0.06865690064574653,0.0001,0.03679257156174111,0.006980543930147808,0.022817932840542593,0.024665349441496925,0.06341004062848457,2.07
WGL_218,32.4,6.98,12.22,1,0.005181575894142877,0.022764286214355386,0.0001,0.06025443473180915,0.038859182486125896,0.0343093150331345,0.03306151907830543,0.047794838037085854,0.04087573238392359,0.01961000205065038,0.035021534891253356,0.050174050476403484,1.49
WGL_004,27.3,7.03,8.6,1,0.06942942586940015,0.004821022951004485,0.05404547544906914,0.03715673648680318,0.07379257767032033,0.0027795382888038418,0.0001,0.009509734202628389,0.05448843241866702,0.002414421926712186,0.01330429416937752,0.004192242332254514,2.18
WGL_377,30.9,7.32,17.58,0,0.031492828981451795,0.0001,0.03658930063760094,0.0001,0.0001,0.0001,0.030467661107750017,0.07042118754847997,0.09410205176632658,0.01185519773652479,0.022164430441460506,0.043884121471485446,2.06
WGL_238,21.0,6.44,9.08,0,0.02927298520140171,0.026406658369322582,0.03505758027532416,0.02587170291462089,0.02317197395387032,0.06980352858576652,0.13095502524673466,0.046699159935347824,0.06448080425424127,0.019360774888399636,0.087612111746796,0.043105977237147534,1.79
WGL_102,31.1,7.38,5.65,1,0.08549340352910047,0.03872774353736863,0.06852572129823746,0.0238730330846402,0.04733345270353705,0.025642814179142784,0.0001,0.0001,0.015197302510089921,0.0088396025229318,0.07047192869480459,0.04677948092631672,2.09
WGL_116,25.5,7.23,6.55,1,0.07069287280487588,0.01193335529553917,0.013034560560472006,0.05932850760248186,0.05319958439252552,0.0001,0.0001,0.07369302145728794,0.0001,0.0001,0.05298757946409853,0.014352786889125467,2.42
WGL_240,27.4,7.15,13.22,0,0.034576565721190236,0.08119266031110628,0.05351062323323665,0.013789624285212732,0.032098244508714284,0.06418739029925416,0.06731716312722506,0.06572779885318068,0.06318102343116407,0.04039610790121476,0.032050161413837944,0.001,2.24
WGL_165,31.2,6.32,9.31,1,0.052627119749216834,0.08176233284247063,0.02141492797763917,0.010806779193406238,0.04998636601517753,0.036107088603808325,0.0001,0.012723067805106725,0.03725934511469077,0.0001,0.05652508966438882,0.09192468223284037,2.15
WGL_320,29.2,7.39,8.93,0,0.0001,0.0001,0.0001,0.012551869739815397,0.034211661900140564,0.037884687922976085,0.016717833839147107,0.024005632989987823,0.03232189900989864,0.043799005502586814,0.04765288913179844,0.06441432353572567,0.73
WGL_121,31.3,6.36,9.55,1,0.07540167991182568,0.06464555378261463,0.05487973855031917,0.04203719365808773,0.0027278329457336714,0.0001,0.0001,0.030780387734352713,0.0001,0.0001,0.001,0.06367370374842256,2.54
WGL_302,27.3,7.92,14.36,0,0.021637043789112766,0.030107591606808225,0.03701885315780451,0.0001,0.06541324633039246,0.04944762517414771,0.028769338266488507,0.02817428692287969,0.02911776806789574,0.047489783247406644,0.0055567502006450276,0.0032325925716927967,1.06
WGL_249,23.2,7.42,11.99,0,0.05211321127121275,0.03200520258267874,0.04987840755407462,0.0001,0.0001,0.032876988026302054,0.0001,0.0042061820102922256,0.0005107366495475246,0.038578273959598716,0.001,0.022318162256392687,2.27
WGL_139,28.3,6.96,11.53,1,0.06722925801146339,0.04549149075184863,0.03928191658153967,0.02641254531911882,0.0001,0.02550862684052487,0.03974620491586262,0.0001,0.0028480794911687236,0.006601837833906637,0.08841656382895753,0.02206441039207459,2.03
WGL_029,29.7,7.73,9.41,1,0.08346829755813043,0.050752625193017646,0.0254811698543903,0.06115575168662173,0.02238036864704185,0.0001,0.021543670883753828,0.045866438366915924,0.037117083924995575,0.026877166328723837,0.051119498341764505,0.0077069274139479615,2.5
WGL_042,26.9,7.21,12.36,1,0.0627985316132553,0.026995138513617373,0.027598611653357634,0.06513765499484005,0.002758459208797616,0.009178077521280912,0.0001,0.01871371225288827,0.0001,0.02140400496006999,0.025100592604794608,0.033278850825911296,2.81
WGL_416,23.7,6.79,9.85,0,0.01056514422489918,0.0001,0.0001,0.03218339568338084,0.027222093053600592,0.05106734171137814,0.05967922055878129,0.03607714493458064,0.07391523229211328,0.024984838554348618,0.038171273444627264,0.07683334879935613,1.88
WGL_023,31.8,7.2,12.99,1,0.07615305633430883,0.05183064233953738,0.014510905019269466,0.10953986232970067,0.03534764681692343,0.017916173255857034,0.007931191845037083,0.0001,0.0001,0.006342206166567304,0.001,0.022966496085940244,2.59
WGL_414,30.9,6.85,10.75,0,0.011547527526980766,0.011753147521279253,0.015357022395256529,0.0687871104531065,0.02464445553855183,0.032761206123632994,0.03302590203641321,0.0032644099019667958,0.05139264585881935,0.015410987925919405,0.14171078698532805,0.05340557089557128,1.43
WGL_033,25.6,6.81,10.59,1,0.1282801600937703,0.033016424120457674,0.07358670581453572,0.030037716437205545,0.007552619644342666,0.009723422408824844,0.004817416579820865,0.0001,0.01598416549448086,0.012495761227380955,0.0480501303379023,0.06577849301894811,2.39
WGL_133,26.8,6.32,8.39,1,0.03775284882763024,0.02561135036910732,0.03516142413961296,0.043336935115844306,0.08204737792738086,0.012503739830313032,0.03740356850199922,0.006360859724901974,0.015342132549379156,0.0055447012124920925,0.04451345521481803,0.04078873138463306,2.96
WGL_275,28.1,7.86,11.61,0,0.05853382965593247,0.0001,0.020340358750208374,0.04248496934431727,0.025935064311849824,0.023038152840609488,0.049389548060791724,0.07093834523537923,0.0308553212277475,0.018858946292986817,0.06403381149536533,0.10358742912645721,1.52
WGL_058,29.3,7.47,12.38,1,0.07806883466731018,0.064305981175096,0.00793781469188741,0.05930836344164937,0.058529449294236716,0.0022786442068814562,0.0001,0.010531067060111688,0.0001,0.020522017244529837,0.048841034752960893,0.011542971514506454,2.62
WGL_332,30.1,7.17,8.62,0,0.009979080646490269,0.057159363751179276,0.06584496339884613,0.042354293897630575,0.019204425220366434,0.04959729268755711,0.06820163956217168,0.009912549926017793,0.05349271546505835,0.01007609723134428,0.04774951146382369,0.06144623277350747,1.84
WGL_063,29.0,6.17,9.87,1,0.06490985362742488,0.0234162514694003,0.014281880686870804,0.0001,0.06586591630045133,0.0001,0.0001,0.03211050433950563,0.023003823672168026,0.0005638200561437611,0.029989330569298978,0.0375086569459555,2.81
WGL_130,27.5,7.63,8.19,1,0.03874242094441765,0.037218709785810856,0.05559566212094111,0.031006550318692545,0.025232090479985744,0.049903651203360655,0.007249481125095797,0.03938007889337185,0.016752694713417837,0.0001,0.01301260439035775,0.03181984302868307,2.74
WGL_308,28.6,6.86,17.35,0,0.013859835788955506,0.03793797880520534,0.0001,0.005733941650898853,0.005879775368287328,0.07146994590583644,0.01444580593656258,0.04308009707614273,0.02703257300084712,0.0001,0.022228423286328514,0.05545292694082549,1.59
WGL_085,31.4,6.91,6.31,1,0.03958682712845861,0.006521368693466638,0.008169608018999582,0.040301512717033014,0.05878972408078118,0.0001,0.013661659905694982,0.0001,0.0001,0.07438883195347555,0.025427873431818775,0.027814294750131946,3.02
WGL_051,25.2,7.13,0.46,1,0.07596519528203065,0.09700117602671585,0.06355361438697774,0.09445081408026462,0.05409541180161921,0.007903670642989299,0.0001,0.0024695327210030697,0.05118705075471046,0.012866193217587741,0.05439535435899464,0.06012202748598541,2.47
WGL_180,27.2,7.53,7.45,1,0.05723632855425578,0.020509834191260873,0.04462010748095152,0.09160866795722825,0.04226779755980993,0.012837203667646058,0.0001,0.019758154894748164,0.027101367451753774,0.0013675756904912347,0.038578310469564926,0.019609709412463622,2.89
WGL_371,27.5,7.94,14.9,0,0.011812759203240932,0.011632456185065223,0.04149483328300631,0.016550974162965967,0.04154677209984661,0.0030577030210780023,0.060023168835722174,0.06769609257867362,0.06840335829662317,0.015277966238624171,0.02702498663416151,0.06517929060641785,0.91
WGL_160,28.9,7.26,12.01,1,0.07206585792075962,0.05870527456767302,0.019997211275348654,0.05077679230592123,0.052376410502725526,0.0001,0.0001,0.0001,0.07612099100987027,0.009538149356658653,0.02088681169159632,0.04314110134649778,3.04
WGL_156,24.1,7.02,2.08,1,0.10925431511130294,0.055756801619143384,0.05585538691428013,0.048089618758978186,0.01598859182952525,0.011842462660211706,0.0001,0.0019487597774010407,0.022830272316121863,0.0001,0.09192637418068564,0.010863326192767135,2.97
WGL_164,28.9,7.39,2.31,1,0.08039475224732741,0.09867838268736548,0.01832003129873672,0.06933303886292103,0.03865114148218339,0.03288506194883199,0.0001,0.0001,0.0009052506645715538,0.002510168652045546,0.021882270799891905,0.013182526955195634,3.03
WGL_262,20.8,7.24,16.3,0,0.0001,0.06329677514382039,0.003854619556192096,0.05589650811022408,0.012622274587824812,0.05582174069706049,0.03936839929762686,0.09314804499576111,0.041076946953615454,0.05458024103259709,0.06045347850297732,0.04462802407132624,1.55
WGL_418,25.1,6.78,19.76,0,0.0001,0.007710903548405217,0.08293091910308609,0.03105910028872183,0.02138277775231029,0.03484942179827739,0.015146554001444466,0.0441250090629333,0.05632691790174979,0.00921633921638769,0.02654611934136864,0.08708281595193651,1.53
WGL_355,31.2,7.04,14.32,0,0.0001,0.051207022765381915,0.021447155485334227,0.08278856928050356,0.007660041126475612,0.0528790602548895,0.05978777534160562,0.09492738722031502,0.035763069174056666,0.08468609978471107,0.055043883408550716,0.08750516609567249,1.82
WGL_360,26.0,7.52,15.0,0,0.023366231127996153,0.0008509574981057783,0.018880397178458755,0.016239476220623494,0.0001,0.03943015214346809,0.0001,0.005249146947716065,0.019069480122869784,0.020145953036058255,0.059175338298610436,0.022692786528310402,2.54
